1, 1, 33.000000
1, 3, -22.395970
1, 4, 10.091614
1, 6, 4.498030
1, 7, 8.279932
1, 8, 34.490608
1, 9, -21.956713
1, 10, -19.000000
1, 11, 1.964066
1, 12, 99999.000000
1, 13, -86.000000
1, 14, -58.009107
1, 15, -38.000000
1, 16, -0.002846
1, 18, -90.996585
1, 19, -43.337219
1, 20, -27.731452
1, 21, -14.727692
1, 22, -9.427004
1, 23, 7.883751
1, 24, 21.823189
1, 25, -28.718369
1, 27, 62.000000
1, 28, 5.427040
1, 29, -41.000000
1, 30, -29.799704
1, 32, -7.591428
1, 33, -36.703636
1, 34, -14.054231
1, 35, -8.896078
1, 37, -82.000000
1, 38, -87.000000
1, 39, 82.000000
1, 40, -3.957927
1, 41, 15.845001
1, 42, -25.008198
1, 43, -38.476970
1, 45, 8.159970
1, 46, -81.000000
1, 47, -8.599026
1, 49, 45.000000
1, 50, 15.240060
2, 2, 51.465098
2, 3, -22.924571
2, 4, 9.381091
2, 5, -42.749433
2, 6, 4.611273
2, 7, 8.142891
2, 8, 34.509392
2, 9, -31.638241
2, 11, 1.429782
2, 14, -57.990893
2, 16, 28.274915
2, 17, 1.734462
2, 19, -43.466978
2, 20, -26.950342
2, 21, -15.254472
2, 22, -14.396191
2, 23, 7.331378
2, 24, 21.081978
2, 25, -28.854672
2, 28, 5.336955
2, 30, -36.493282
2, 31, 16.166318
2, 32, -7.289666
2, 33, -35.656516
2, 34, -12.733472
2, 35, -7.633955
2, 36, -70.503131
2, 40, -3.259304
2, 41, 15.722398
2, 42, -25.250613
2, 43, -36.066006
2, 44, -13.575725
2, 45, 7.308668
2, 47, -8.673054
2, 48, -8.719710
2, 50, 15.622358
3, 1, -13.008024
3, 2, 10.808229
3, 3, -22.457037
3, 4, 9.673275
3, 5, -42.137855
3, 6, 4.046031
3, 7, 8.292311
3, 9, -21.864356
3, 11, 0.329488
3, 12, 31.207305
3, 13, 99999.000000
3, 15, -25.989185
3, 17, -43.347704
3, 19, -42.721043
3, 20, -27.555111
3, 21, -17.080699
3, 22, -9.648757
3, 23, 5.704530
3, 24, 21.853791
3, 25, -27.567347
3, 26, -30.666887
3, 27, -2.562834
3, 28, 5.487390
3, 29, 56.929177
3, 30, -29.720265
3, 31, 16.068117
3, 32, -6.916600
3, 33, -34.019057
3, 34, -13.113537
3, 35, -7.919187
3, 36, -70.496869
3, 37, -79.000000
3, 38, 41.527037
3, 39, -1.577834
3, 40, -4.696388
3, 41, 15.818694
3, 42, -24.974155
3, 43, -38.495367
3, 44, -16.555705
3, 45, 8.356970
3, 47, -6.563249
3, 48, -8.687347
3, 49, -47.021291
3, 50, 15.321418
4, 1, -12.723444
4, 2, 51.463249
4, 3, -23.009860
4, 4, 8.813053
4, 5, -43.011605
4, 6, 3.992513
4, 8, -30.955671
4, 9, -31.667523
4, 10, -95.000000
4, 11, -1.650581
4, 12, 31.110527
4, 14, 15.319773
4, 15, -26.010815
4, 17, 1.895692
4, 19, -42.604425
4, 20, -26.805923
4, 21, -19.267653
4, 23, 3.328609
4, 24, 21.254333
4, 25, -26.853354
4, 26, -21.869170
4, 27, -1.596898
4, 29, 57.169762
4, 31, 16.245727
4, 32, -5.891982
4, 33, -30.328634
4, 34, -10.816454
4, 35, -5.959338
4, 38, 41.472963
4, 39, -2.660667
4, 40, -4.373951
4, 43, -36.052223
4, 44, -15.493196
4, 45, 7.511123
4, 47, -4.909686
4, 48, -8.784702
4, 49, -47.311695
4, 50, 15.688546
5, 1, -12.456694
5, 2, 10.228174
5, 3, -22.535412
5, 4, 9.175470
5, 5, -42.456960
5, 6, 3.613487
5, 7, 10.152786
5, 8, -31.608531
5, 11, -3.780265
5, 12, 31.140765
5, 13, 10.130195
5, 14, 15.441552
5, 19, -41.451530
5, 21, -22.616612
