1, 1, 33.000000
1, 3, -22.471386
1, 4, 9.627166
1, 6, 4.284267
1, 7, 8.263664
1, 8, 34.501748
1, 9, -21.957860
1, 10, -19.000000
1, 11, -2.485911
1, 12, 99999.000000
1, 13, -86.000000
1, 14, -57.998305
1, 15, -38.000000
1, 16, 0.000530
1, 18, -91.000636
1, 19, -41.889870
1, 20, -27.640430
1, 21, -21.672927
1, 22, -9.563332
1, 23, 2.086356
1, 24, 22.018025
1, 25, -26.671374
1, 27, 62.000000
1, 28, 5.437910
1, 29, -41.000000
1, 30, -29.732485
1, 32, -5.545930
1, 33, -27.063911
1, 34, -10.934077
1, 35, -6.409469
1, 37, -82.000000
1, 38, -87.000000
1, 39, 82.000000
1, 40, -5.151900
1, 41, 15.815009
1, 42, -25.031958
1, 43, -38.585717
1, 45, 8.307190
1, 46, -81.000000
1, 47, -2.350208
1, 49, 45.000000
1, 50, 15.282267
2, 2, 51.485660
2, 3, -22.979269
2, 4, 9.060189
2, 5, -43.000252
2, 6, 4.510048
2, 7, 8.115439
2, 8, 34.498252
2, 9, -31.720696
2, 11, -2.717051
2, 14, -58.001695
2, 16, 28.289159
2, 17, 1.901019
2, 19, -42.394353
2, 20, -26.946417
2, 21, -21.332105
2, 22, -14.425196
2, 23, 1.714831
2, 24, 21.301531
2, 25, -26.915135
2, 28, 5.313906
2, 30, -36.476449
2, 31, 16.402925
2, 32, -5.298898
2, 33, -26.227254
2, 34, -9.569899
2, 35, -5.353301
2, 36, -70.499417
2, 40, -4.220220
2, 41, 15.701421
2, 42, -25.300337
2, 43, -36.090521
2, 44, -17.788668
2, 45, 7.372686
2, 47, -2.713508
2, 48, -8.741502
2, 50, 15.624161
3, 1, -12.178644
3, 2, 10.487508
3, 3, -22.473612
3, 4, 9.619150
3, 5, -42.290451
3, 6, 4.348899
3, 7, 8.263887
3, 9, -21.956195
3, 11, -2.914172
3, 12, 31.164726
3, 13, 99999.000000
3, 15, -26.002013
3, 17, -43.351589
3, 19, -41.734820
3, 20, -27.637251
3, 21, -22.705022
3, 22, -9.567333
3, 23, 1.380290
3, 24, 22.020813
3, 25, -26.566390
3, 26, -27.822249
3, 27, 3.777093
3, 28, 5.438997
3, 29, 56.993552
3, 30, -29.731051
3, 31, 16.306364
3, 32, -5.343698
3, 33, -25.590521
3, 34, -10.498884
3, 35, -6.108473
3, 36, -70.500583
3, 37, -79.000000
3, 38, 41.494967
3, 39, -3.414032
3, 40, -5.206685
3, 41, 15.814535
3, 42, -25.031345
3, 43, -38.586365
3, 44, -20.299119
3, 45, 8.310899
3, 47, -1.470882
3, 48, -8.674916
3, 49, -47.088616
3, 50, 15.283833
4, 1, -12.049280
4, 2, 51.485628
4, 3, -22.982757
4, 4, 9.049286
4, 5, -43.005268
4, 6, 4.612136
4, 8, -22.039007
4, 9, -31.721179
4, 10, -95.000000
4, 11, -3.509637
4, 12, 31.098355
4, 14, 9.357390
4, 15, -25.997987
4, 17, 1.903933
4, 19, -42.156572
4, 20, -26.943811
4, 21, -23.085592
4, 23, 0.305499
4, 24, 21.308241
4, 25, -26.681161
4, 26, -20.609133
4, 27, 4.301003
4, 29, 57.209645
4, 31, 16.407693
4, 32, -4.922649
4, 33, -23.370220
4, 34, -8.696922
4, 35, -4.784562
4, 38, 41.505033
4, 39, -4.185073
4, 40, -4.311549
4, 43, -36.085587
4, 44, -18.086195
4, 45, 7.376559
4, 47, -1.017707
4, 48, -8.742673
4, 49, -47.374588
4, 50, 15.625497
5, 1, -12.159154
5, 2, 10.476298
5, 3, -22.477274
5, 4, 9.609705
5, 5, -42.296609
5, 6, 4.515366
5, 7, 9.989434
5, 8, -23.061993
5, 11, -3.950733
5, 12, 31.163528
5, 13, 10.333934
5, 14, 9.562844
