1, 1, 33.000000
1, 3, -26.001445
1, 4, 9.674546
1, 6, 3.758306
1, 7, 8.493909
1, 8, 34.403037
1, 9, -26.825800
1, 10, -19.000000
1, 11, -0.408495
1, 12, 99999.000000
1, 13, -86.000000
1, 14, -58.094025
1, 15, -38.000000
1, 16, 28.092771
1, 18, -85.000000
1, 19, -42.292139
1, 20, -20.713232
1, 21, -23.920895
1, 22, -14.025279
1, 23, 0.508500
1, 24, 12.822196
1, 25, -26.705220
1, 26, 99999.000000
1, 27, 62.000000
1, 28, 5.631673
1, 29, -41.000000
1, 30, -36.708534
1, 32, -6.077557
1, 33, -27.949208
1, 34, -6.841767
1, 35, -1.480215
1, 37, -82.000000
1, 38, -87.000000
1, 39, 82.000000
1, 40, -3.109408
1, 41, 15.990632
1, 42, -24.614808
1, 43, -36.963942
1, 45, 5.770074
1, 46, -81.000000
1, 47, -5.042604
1, 49, 45.000000
1, 50, 19.481838
2, 2, 10.098888
2, 3, -21.892264
2, 4, 15.065458
2, 5, -39.346783
2, 6, 2.189117
2, 7, 10.974581
2, 8, 34.596963
2, 9, -16.676067
2, 11, 0.574411
2, 14, -57.905975
2, 16, 0.029383
2, 17, -43.298023
2, 18, -91.035259
2, 19, -39.133792
2, 20, -28.711748
2, 21, -23.454936
2, 22, -8.622231
2, 23, 0.174449
2, 24, 18.989410
2, 25, -23.699101
2, 26, -26.487290
2, 28, 7.714507
2, 30, -31.357934
2, 31, 11.044137
2, 32, -7.149795
2, 33, -30.796941
2, 34, -15.316396
2, 35, -8.484013
2, 36, -70.532321
2, 40, -10.758815
2, 41, 17.886237
2, 42, -20.121513
2, 43, -33.254153
2, 44, -27.620560
2, 45, 14.731554
2, 47, -0.438668
2, 48, -8.846292
2, 50, 16.195162
3, 1, -14.987350
3, 2, 50.938916
3, 3, -26.011921
3, 4, 9.674012
3, 5, -46.171249
3, 6, 3.871723
3, 7, 8.493911
3, 9, -26.825819
3, 11, -0.866398
3, 12, 31.266174
3, 13, 99999.000000
3, 15, -25.888346
3, 16, 28.092794
3, 17, 0.086293
3, 18, 99999.000000
3, 19, -42.351871
3, 20, -20.713185
3, 21, -24.847004
3, 22, -14.025326
3, 23, -0.376895
3, 24, 12.824606
3, 25, -26.510395
3, 26, -28.033870
3, 27, 5.663668
3, 28, 5.631685
3, 29, 56.659785
3, 30, -36.708525
3, 31, 11.898630
3, 32, -5.714905
3, 33, -26.299129
3, 34, -6.297132
3, 35, -1.285968
3, 36, -70.467679
3, 37, -79.000000
3, 38, 41.779136
3, 39, -8.786189
3, 40, -3.145660
3, 41, 15.990627
3, 42, -24.614801
3, 43, -36.979084
3, 44, -9.116097
3, 45, 5.770274
3, 47, -4.180022
3, 48, -9.969622
3, 49, -45.676274
3, 50, 19.481903
4, 1, -16.048578
4, 2, 10.098346
4, 3, -21.910209
4, 4, 15.064708
4, 5, -39.347084
4, 6, 2.587297
4, 8, -28.325433
4, 9, -16.676057
4, 10, -95.000000
4, 11, -0.265806
4, 12, 32.366088
4, 14, 13.468976
4, 15, -26.111654
4, 16, 99999.000000
4, 17, -43.298040
4, 18, 97.000000
4, 19, -38.609150
4, 20, -28.711708
4, 21, -25.028137
4, 22, -8.622285
4, 23, -0.845543
4, 24, 18.993841
4, 25, -23.895606
4, 26, -25.742902
4, 27, 3.436101
